Source,County ID,County,SCC,General Emissions Description,Specific Emissions Description,PolName,Tons/day
NonRoad,49045,Tooele,2260004036,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Commercial),VOC,0.006297
NonRoad,49045,Tooele,2260004036,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Commercial),NH3,0
NonRoad,49045,Tooele,2260004036,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Commercial),SO2,0.000001
NonRoad,49045,Tooele,2260004036,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Commercial),PM10,0.000203
NonRoad,49045,Tooele,2260004036,Off-highway Vehicle Gasoline 2-Stroke,Snowblowers (Commercial),PM2_5,0.000199
NonRoad,49045,Tooele,2260006005,Off-highway Vehicle Gasoline 2-Stroke,Generator Sets,CO,0.000384
NonRoad,49045,Tooele,2260006005,Off-highway Vehicle Gasoline 2-Stroke,Generator Sets,NOX,0.000004
NonRoad,49045,Tooele,2260006005,Off-highway Vehicle Gasoline 2-Stroke,Generator Sets,VOC,0.000099
NonRoad,49045,Tooele,2260006005,Off-highway Vehicle Gasoline 2-Stroke,Generator Sets,NH3,0
NonRoad,49045,Tooele,2260006005,Off-highway Vehicle Gasoline 2-Stroke,Generator Sets,SO2,0
NonRoad,49045,Tooele,2260006005,Off-highway Vehicle Gasoline 2-Stroke,Generator Sets,PM10,0.000013
NonRoad,49045,Tooele,2260006005,Off-highway Vehicle Gasoline 2-Stroke,Generator Sets,PM2_5,0.000013
NonRoad,49045,Tooele,2260006010,Off-highway Vehicle Gasoline 2-Stroke,Pumps,CO,0.002493
NonRoad,49045,Tooele,2260006010,Off-highway Vehicle Gasoline 2-Stroke,Pumps,NOX,0.000028
NonRoad,49045,Tooele,2260006010,Off-highway Vehicle Gasoline 2-Stroke,Pumps,VOC,0.000707
NonRoad,49045,Tooele,2260006010,Off-highway Vehicle Gasoline 2-Stroke,Pumps,NH3,0
NonRoad,49045,Tooele,2260006010,Off-highway Vehicle Gasoline 2-Stroke,Pumps,SO2,0
NonRoad,49045,Tooele,2260006010,Off-highway Vehicle Gasoline 2-Stroke,Pumps,PM10,0.000097
NonRoad,49045,Tooele,2260006010,Off-highway Vehicle Gasoline 2-Stroke,Pumps,PM2_5,0.000095
NonRoad,49045,Tooele,2260006015,Off-highway Vehicle Gasoline 2-Stroke,Air Compressors,CO,0
NonRoad,49045,Tooele,2260006015,Off-highway Vehicle Gasoline 2-Stroke,Air Compressors,NOX,0
NonRoad,49045,Tooele,2260006015,Off-highway Vehicle Gasoline 2-Stroke,Air Compressors,VOC,0
NonRoad,49045,Tooele,2260006015,Off-highway Vehicle Gasoline 2-Stroke,Air Compressors,NH3,0
NonRoad,49045,Tooele,2260006015,Off-highway Vehicle Gasoline 2-Stroke,Air Compressors,SO2,0
NonRoad,49045,Tooele,2260006015,Off-highway Vehicle Gasoline 2-Stroke,Air Compressors,PM10,0
NonRoad,49045,Tooele,2260006015,Off-highway Vehicle Gasoline 2-Stroke,Air Compressors,PM2_5,0
NonRoad,49045,Tooele,2260006035,Off-highway Vehicle Gasoline 2-Stroke,Hydro-power Units,CO,0.000027
NonRoad,49045,Tooele,2260006035,Off-highway Vehicle Gasoline 2-Stroke,Hydro-power Units,NOX,0
NonRoad,49045,Tooele,2260006035,Off-highway Vehicle Gasoline 2-Stroke,Hydro-power Units,VOC,0.000004
NonRoad,49045,Tooele,2260006035,Off-highway Vehicle Gasoline 2-Stroke,Hydro-power Units,NH3,0
NonRoad,49045,Tooele,2260006035,Off-highway Vehicle Gasoline 2-Stroke,Hydro-power Units,SO2,0
NonRoad,49045,Tooele,2260006035,Off-highway Vehicle Gasoline 2-Stroke,Hydro-power Units,PM10,0.000001
NonRoad,49045,Tooele,2260006035,Off-highway Vehicle Gasoline 2-Stroke,Hydro-power Units,PM2_5,0.000001
NonRoad,49045,Tooele,2265002003,Off-highway Vehicle Gasoline 4-Stroke,Pavers,CO,0.00274
NonRoad,49045,Tooele,2265002003,Off-highway Vehicle Gasoline 4-Stroke,Pavers,NOX,0.000047
NonRoad,49045,Tooele,2265002003,Off-highway Vehicle Gasoline 4-Stroke,Pavers,VOC,0.000069
NonRoad,49045,Tooele,2265002003,Off-highway Vehicle Gasoline 4-Stroke,Pavers,NH3,0
NonRoad,49045,Tooele,2265002003,Off-highway Vehicle Gasoline 4-Stroke,Pavers,SO2,0
NonRoad,49045,Tooele,2265002003,Off-highway Vehicle Gasoline 4-Stroke,Pavers,PM10,0.000002
NonRoad,49045,Tooele,2265002003,Off-highway Vehicle Gasoline 4-Stroke,Pavers,PM2_5,0.000002
NonRoad,49045,Tooele,2265002006,Off-highway Vehicle Gasoline 4-Stroke,Tampers/Rammers,CO,0.000027
NonRoad,49045,Tooele,2265002006,Off-highway Vehicle Gasoline 4-Stroke,Tampers/Rammers,NOX,0
NonRoad,49045,Tooele,2265002006,Off-highway Vehicle Gasoline 4-Stroke,Tampers/Rammers,VOC,0.000001
NonRoad,49045,Tooele,2265002006,Off-highway Vehicle Gasoline 4-Stroke,Tampers/Rammers,NH3,0
NonRoad,49045,Tooele,2265002006,Off-highway Vehicle Gasoline 4-Stroke,Tampers/Rammers,SO2,0
NonRoad,49045,Tooele,2265002006,Off-highway Vehicle Gasoline 4-Stroke,Tampers/Rammers,PM10,0
NonRoad,49045,Tooele,2265002006,Off-highway Vehicle Gasoline 4-Stroke,Tampers/Rammers,PM2_5,0
NonRoad,49045,Tooele,2265002009,Off-highway Vehicle Gasoline 4-Stroke,Plate Compactors,CO,0.004767
NonRoad,49045,Tooele,2265002009,Off-highway Vehicle Gasoline 4-Stroke,Plate Compactors,NOX,0.000078
NonRoad,49045,Tooele,2265002009,Off-highway Vehicle Gasoline 4-Stroke,Plate Compactors,VOC,0.000181
NonRoad,49045,Tooele,2265002009,Off-highway Vehicle Gasoline 4-Stroke,Plate Compactors,NH3,0
NonRoad,49045,Tooele,2265002009,Off-highway Vehicle Gasoline 4-Stroke,Plate Compactors,SO2,0.000001
NonRoad,49045,Tooele,2265002009,Off-highway Vehicle Gasoline 4-Stroke,Plate Compactors,PM10,0.000005
NonRoad,49045,Tooele,2265002009,Off-highway Vehicle Gasoline 4-Stroke,Plate Compactors,PM2_5,0.000005
NonRoad,49045,Tooele,2265002015,Off-highway Vehicle Gasoline 4-Stroke,Rollers,CO,0.004877
NonRoad,49045,Tooele,2265002015,Off-highway Vehicle Gasoline 4-Stroke,Rollers,NOX,0.000072
NonRoad,49045,Tooele,2265002015,Off-highway Vehicle Gasoline 4-Stroke,Rollers,VOC,0.00012
NonRoad,49045,Tooele,2265002015,Off-highway Vehicle Gasoline 4-Stroke,Rollers,NH3,0
NonRoad,49045,Tooele,2265002015,Off-highway Vehicle Gasoline 4-Stroke,Rollers,SO2,0
NonRoad,49045,Tooele,2265002015,Off-highway Vehicle Gasoline 4-Stroke,Rollers,PM10,0.000003
NonRoad,49045,Tooele,2265002015,Off-highway Vehicle Gasoline 4-Stroke,Rollers,PM2_5,0.000003
NonRoad,49045,Tooele,2265002021,Off-highway Vehicle Gasoline 4-Stroke,Paving Equipment,CO,0.010548
NonRoad,49045,Tooele,2265002021,Off-highway Vehicle Gasoline 4-Stroke,Paving Equipment,NOX,0.000167
NonRoad,49045,Tooele,2265002021,Off-highway Vehicle Gasoline 4-Stroke,Paving Equipment,VOC,0.000305
NonRoad,49045,Tooele,2265002021,Off-highway Vehicle Gasoline 4-Stroke,Paving Equipment,NH3,0
NonRoad,49045,Tooele,2265002021,Off-highway Vehicle Gasoline 4-Stroke,Paving Equipment,SO2,0.000001
NonRoad,49045,Tooele,2265002021,Off-highway Vehicle Gasoline 4-Stroke,Paving Equipment,PM10,0.000007
NonRoad,49045,Tooele,2265002021,Off-highway Vehicle Gasoline 4-Stroke,Paving Equipment,PM2_5,0.000007
NonRoad,49045,Tooele,2265002024,Off-highway Vehicle Gasoline 4-Stroke,Surfacing Equipment,CO,0.004411
NonRoad,49045,Tooele,2265002024,Off-highway Vehicle Gasoline 4-Stroke,Surfacing Equipment,NOX,0.000059
NonRoad,49045,Tooele,2265002024,Off-highway Vehicle Gasoline 4-Stroke,Surfacing Equipment,VOC,0.000121
NonRoad,49045,Tooele,2265002024,Off-highway Vehicle Gasoline 4-Stroke,Surfacing Equipment,NH3,0
NonRoad,49045,Tooele,2265002024,Off-highway Vehicle Gasoline 4-Stroke,Surfacing Equipment,SO2,0
NonRoad,49045,Tooele,2265002024,Off-highway Vehicle Gasoline 4-Stroke,Surfacing Equipment,PM10,0.000003
NonRoad,49045,Tooele,2265002024,Off-highway Vehicle Gasoline 4-Stroke,Surfacing Equipment,PM2_5,0.000003
NonRoad,49045,Tooele,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,CO,0.000219
NonRoad,49045,Tooele,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,NOX,0.000003
NonRoad,49045,Tooele,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,VOC,0.000006
NonRoad,49045,Tooele,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,NH3,0
NonRoad,49045,Tooele,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,SO2,0
NonRoad,49045,Tooele,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,PM10,0
NonRoad,49045,Tooele,2265002027,Off-highway Vehicle Gasoline 4-Stroke,Signal Boards/Light Plants,PM2_5,0
NonRoad,49045,Tooele,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,CO,0.007973
NonRoad,49045,Tooele,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,NOX,0.000147
NonRoad,49045,Tooele,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,VOC,0.000221
NonRoad,49045,Tooele,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,NH3,0
NonRoad,49045,Tooele,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,SO2,0.000001
NonRoad,49045,Tooele,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,PM10,0.000006
NonRoad,49045,Tooele,2265002030,Off-highway Vehicle Gasoline 4-Stroke,Trenchers,PM2_5,0.000006
NonRoad,49045,Tooele,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,CO,0.002301
NonRoad,49045,Tooele,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,NOX,0.000076
NonRoad,49045,Tooele,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,VOC,0.000099
NonRoad,49045,Tooele,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,NH3,0
NonRoad,49045,Tooele,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,SO2,0
NonRoad,49045,Tooele,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,PM10,0.000003
NonRoad,49045,Tooele,2265002033,Off-highway Vehicle Gasoline 4-Stroke,Bore/Drill Rigs,PM2_5,0.000003
NonRoad,49045,Tooele,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,CO,0.019753
NonRoad,49045,Tooele,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,NOX,0.000256
NonRoad,49045,Tooele,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,VOC,0.00049
NonRoad,49045,Tooele,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,NH3,0
NonRoad,49045,Tooele,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,SO2,0.000001
NonRoad,49045,Tooele,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,PM10,0.000011
NonRoad,49045,Tooele,2265002039,Off-highway Vehicle Gasoline 4-Stroke,Concrete/Industrial Saws,PM2_5,0.000011
NonRoad,49045,Tooele,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,CO,0.009781
NonRoad,49045,Tooele,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,NOX,0.000173
NonRoad,49045,Tooele,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,VOC,0.000351
NonRoad,49045,Tooele,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,NH3,0
NonRoad,49045,Tooele,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,SO2,0.000001
NonRoad,49045,Tooele,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,PM10,0.000007
NonRoad,49045,Tooele,2265002042,Off-highway Vehicle Gasoline 4-Stroke,Cement and Mortar Mixers,PM2_5,0.000007
NonRoad,49045,Tooele,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,CO,0.000356
NonRoad,49045,Tooele,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,NOX,0.000032
NonRoad,49045,Tooele,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,VOC,0.000015
NonRoad,49045,Tooele,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,NH3,0
NonRoad,49045,Tooele,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,SO2,0
NonRoad,49045,Tooele,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,PM10,0
NonRoad,49045,Tooele,2265002045,Off-highway Vehicle Gasoline 4-Stroke,Cranes,PM2_5,0
NonRoad,49045,Tooele,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,CO,0.001205
NonRoad,49045,Tooele,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,NOX,0.00002
NonRoad,49045,Tooele,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,VOC,0.000032
NonRoad,49045,Tooele,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,NH3,0
NonRoad,49045,Tooele,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,SO2,0
NonRoad,49045,Tooele,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,PM10,0.000001
NonRoad,49045,Tooele,2265002054,Off-highway Vehicle Gasoline 4-Stroke,Crushing/Processing Equipment,PM2_5,0.000001
NonRoad,49045,Tooele,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,CO,0.000301
NonRoad,49045,Tooele,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,NOX,0.000035
NonRoad,49045,Tooele,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,VOC,0.000013
NonRoad,49045,Tooele,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,NH3,0
NonRoad,49045,Tooele,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,SO2,0
NonRoad,49045,Tooele,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,PM10,0.000001
NonRoad,49045,Tooele,2265002057,Off-highway Vehicle Gasoline 4-Stroke,Rough Terrain Forklifts,PM2_5,0.000001
NonRoad,49045,Tooele,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,CO,0.000384
NonRoad,49045,Tooele,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,NOX,0.00005
NonRoad,49045,Tooele,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,VOC,0.000015
NonRoad,49045,Tooele,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,NH3,0
NonRoad,49045,Tooele,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,SO2,0
NonRoad,49045,Tooele,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,PM10,0.000001
NonRoad,49045,Tooele,2265002060,Off-highway Vehicle Gasoline 4-Stroke,Rubber Tire Loaders,PM2_5,0.000001
NonRoad,49045,Tooele,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,CO,0.006658
NonRoad,49045,Tooele,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,NOX,0.000084
NonRoad,49045,Tooele,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,VOC,0.000156
NonRoad,49045,Tooele,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,NH3,0
NonRoad,49045,Tooele,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,SO2,0.000001
NonRoad,49045,Tooele,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,PM10,0.000003
NonRoad,49045,Tooele,2265002066,Off-highway Vehicle Gasoline 4-Stroke,Tractors/Loaders/Backhoes,PM2_5,0.000003
NonRoad,49045,Tooele,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,CO,0.003041
NonRoad,49045,Tooele,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,NOX,0.000131
NonRoad,49045,Tooele,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,VOC,0.000094
NonRoad,49045,Tooele,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,NH3,0
NonRoad,49045,Tooele,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,SO2,0
NonRoad,49045,Tooele,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,PM10,0.000002
NonRoad,49045,Tooele,2265002072,Off-highway Vehicle Gasoline 4-Stroke,Skid Steer Loaders,PM2_5,0.000002
NonRoad,49045,Tooele,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,CO,0.001644
NonRoad,49045,Tooele,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,NOX,0.00003
NonRoad,49045,Tooele,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,VOC,0.000054
NonRoad,49045,Tooele,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,NH3,0
NonRoad,49045,Tooele,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,SO2,0
NonRoad,49045,Tooele,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,PM10,0.000001
NonRoad,49045,Tooele,2265002078,Off-highway Vehicle Gasoline 4-Stroke,Dumpers/Tenders,PM2_5,0.000001
NonRoad,49045,Tooele,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,CO,0.000411
NonRoad,49045,Tooele,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,NOX,0.000052
NonRoad,49045,Tooele,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,VOC,0.000021
NonRoad,49045,Tooele,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,NH3,0
NonRoad,49045,Tooele,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,SO2,0
NonRoad,49045,Tooele,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,PM10,0.000001
NonRoad,49045,Tooele,2265002081,Off-highway Vehicle Gasoline 4-Stroke,Other Construction Equipment,PM2_5,0
NonRoad,49045,Tooele,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,CO,0.002521
NonRoad,49045,Tooele,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,NOX,0.000198
NonRoad,49045,Tooele,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,VOC,0.000105
NonRoad,49045,Tooele,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,NH3,0
NonRoad,49045,Tooele,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,SO2,0
NonRoad,49045,Tooele,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,PM10,0.000001
NonRoad,49045,Tooele,2265003010,Off-highway Vehicle Gasoline 4-Stroke,Aerial Lifts,PM2_5,0.000001
NonRoad,49045,Tooele,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,CO,0.002164
NonRoad,49045,Tooele,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,NOX,0.000267
NonRoad,49045,Tooele,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,VOC,0.000095
NonRoad,49045,Tooele,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,NH3,0
NonRoad,49045,Tooele,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,SO2,0.000001
NonRoad,49045,Tooele,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,PM10,0.000004
NonRoad,49045,Tooele,2265003020,Off-highway Vehicle Gasoline 4-Stroke,Forklifts,PM2_5,0.000004
NonRoad,49045,Tooele,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,CO,0.001315
NonRoad,49045,Tooele,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,NOX,0.00004
NonRoad,49045,Tooele,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,VOC,0.000037
NonRoad,49045,Tooele,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,NH3,0
NonRoad,49045,Tooele,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,SO2,0
NonRoad,49045,Tooele,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,PM10,0.000001
NonRoad,49045,Tooele,2265003030,Off-highway Vehicle Gasoline 4-Stroke,Sweepers/Scrubbers,PM2_5,0.000001
NonRoad,49045,Tooele,2265003040,Off-highway Vehicle Gasoline 4-Stroke,Other General Industrial Equipment,CO,0.003781
