Source,County ID,County,SCC,General Emissions Description,Specific Emissions Description,PolName,Tons/day
Point,49035,Salt Lake,20200203,Industrial,Turbine: Cogeneration,NOX,0.34195
Point,49035,Salt Lake,20200203,Industrial,Turbine: Cogeneration,VOC,0.015781
Point,49035,Salt Lake,20200203,Industrial,Turbine: Cogeneration,NH3,0
Point,49035,Salt Lake,20200203,Industrial,Turbine: Cogeneration,SO2,0.014493
Point,49035,Salt Lake,20200203,Industrial,Turbine: Cogeneration,PM10,0.033753
Point,49035,Salt Lake,20200203,Industrial,Turbine: Cogeneration,PM2_5,0.033753
Point,49035,Salt Lake,20200253,Industrial,4-cycle Rich Burn,CO,0.021611
Point,49035,Salt Lake,20200253,Industrial,4-cycle Rich Burn,NOX,0.064805
Point,49035,Salt Lake,20200253,Industrial,4-cycle Rich Burn,VOC,0.002178
Point,49035,Salt Lake,20200253,Industrial,4-cycle Rich Burn,NH3,0.008452
Point,49035,Salt Lake,20200253,Industrial,4-cycle Rich Burn,SO2,0.000043
Point,49035,Salt Lake,20200253,Industrial,4-cycle Rich Burn,PM10,0.001427
Point,49035,Salt Lake,20200253,Industrial,4-cycle Rich Burn,PM2_5,0.001427
Point,49035,Salt Lake,20200301,Industrial,Reciprocating,CO,0.008568
Point,49035,Salt Lake,20200301,Industrial,Reciprocating,NOX,0.000216
Point,49035,Salt Lake,20200301,Industrial,Reciprocating,VOC,0.000422
Point,49035,Salt Lake,20200301,Industrial,Reciprocating,NH3,0
Point,49035,Salt Lake,20200301,Industrial,Reciprocating,SO2,0.000012
Point,49035,Salt Lake,20200301,Industrial,Reciprocating,PM10,0.000028
Point,49035,Salt Lake,20200301,Industrial,Reciprocating,PM2_5,0.000028
Point,49035,Salt Lake,20200401,Industrial,Diesel,CO,0.001075
Point,49035,Salt Lake,20200401,Industrial,Diesel,NOX,0.004994
Point,49035,Salt Lake,20200401,Industrial,Diesel,VOC,0.000404
Point,49035,Salt Lake,20200401,Industrial,Diesel,NH3,0
Point,49035,Salt Lake,20200401,Industrial,Diesel,SO2,0.000332
Point,49035,Salt Lake,20200401,Industrial,Diesel,PM10,0.000709
Point,49035,Salt Lake,20200401,Industrial,Diesel,PM2_5,0.000709
Point,49035,Salt Lake,20201001,Industrial,Propane: Reciprocating,CO,0.028143
Point,49035,Salt Lake,20201001,Industrial,Propane: Reciprocating,NOX,0.0031
Point,49035,Salt Lake,20201001,Industrial,Propane: Reciprocating,VOC,0.000545
Point,49035,Salt Lake,20201001,Industrial,Propane: Reciprocating,NH3,0
Point,49035,Salt Lake,20201001,Industrial,Propane: Reciprocating,SO2,0
Point,49035,Salt Lake,20201001,Industrial,Propane: Reciprocating,PM10,0.000005
Point,49035,Salt Lake,20201001,Industrial,Propane: Reciprocating,PM2_5,0.000005
Point,49035,Salt Lake,20300706,Commercial/Institutional,Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),CO,0
Point,49035,Salt Lake,20300706,Commercial/Institutional,Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),NOX,0
Point,49035,Salt Lake,20300706,Commercial/Institutional,Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),VOC,0.024697
Point,49035,Salt Lake,20300706,Commercial/Institutional,Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),NH3,0
Point,49035,Salt Lake,20300706,Commercial/Institutional,Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),SO2,0
Point,49035,Salt Lake,20300706,Commercial/Institutional,Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),PM10,0
Point,49035,Salt Lake,20300706,Commercial/Institutional,Reciprocating: Evaporative Losses (Fuel Storage and Delivery System),PM2_5,0
Point,49035,Salt Lake,2260003000,Off-highway Vehicle Gasoline 2-Stroke,Total,CO,0.001838
Point,49035,Salt Lake,2260003000,Off-highway Vehicle Gasoline 2-Stroke,Total,NOX,0.000491
Point,49035,Salt Lake,2260003000,Off-highway Vehicle Gasoline 2-Stroke,Total,VOC,0.000063
Point,49035,Salt Lake,2260003000,Off-highway Vehicle Gasoline 2-Stroke,Total,NH3,0
Point,49035,Salt Lake,2260003000,Off-highway Vehicle Gasoline 2-Stroke,Total,SO2,0.000003
Point,49035,Salt Lake,2260003000,Off-highway Vehicle Gasoline 2-Stroke,Total,PM10,0.000004
Point,49035,Salt Lake,2260003000,Off-highway Vehicle Gasoline 2-Stroke,Total,PM2_5,0.000004
Point,49035,Salt Lake,2270002000,Off-highway Vehicle Diesel,Total,CO,3.4522
Point,49035,Salt Lake,2270002000,Off-highway Vehicle Diesel,Total,NOX,12.659
Point,49035,Salt Lake,2270002000,Off-highway Vehicle Diesel,Total,VOC,0.63972
Point,49035,Salt Lake,2270002000,Off-highway Vehicle Diesel,Total,NH3,0
Point,49035,Salt Lake,2270002000,Off-highway Vehicle Diesel,Total,SO2,0.014252
Point,49035,Salt Lake,2270002000,Off-highway Vehicle Diesel,Total,PM10,0.47162
Point,49035,Salt Lake,2270002000,Off-highway Vehicle Diesel,Total,PM2_5,0.47162
Point,49035,Salt Lake,2270002060,Off-highway Vehicle Diesel,Rubber Tire Loaders,CO,0.044656
Point,49035,Salt Lake,2270002060,Off-highway Vehicle Diesel,Rubber Tire Loaders,NOX,0.14755
Point,49035,Salt Lake,2270002060,Off-highway Vehicle Diesel,Rubber Tire Loaders,VOC,0.019516
Point,49035,Salt Lake,2270002060,Off-highway Vehicle Diesel,Rubber Tire Loaders,NH3,0
Point,49035,Salt Lake,2270002060,Off-highway Vehicle Diesel,Rubber Tire Loaders,SO2,0.003199
Point,49035,Salt Lake,2270002060,Off-highway Vehicle Diesel,Rubber Tire Loaders,PM10,0.013428
Point,49035,Salt Lake,2270002060,Off-highway Vehicle Diesel,Rubber Tire Loaders,PM2_5,0
Point,49035,Salt Lake,2270002069,Off-highway Vehicle Diesel,Crawler Tractor/Dozers,CO,0.006924
Point,49035,Salt Lake,2270002069,Off-highway Vehicle Diesel,Crawler Tractor/Dozers,NOX,0.02522
Point,49035,Salt Lake,2270002069,Off-highway Vehicle Diesel,Crawler Tractor/Dozers,VOC,0.002421
Point,49035,Salt Lake,2270002069,Off-highway Vehicle Diesel,Crawler Tractor/Dozers,NH3,0
Point,49035,Salt Lake,2270002069,Off-highway Vehicle Diesel,Crawler Tractor/Dozers,SO2,0.000621
Point,49035,Salt Lake,2270002069,Off-highway Vehicle Diesel,Crawler Tractor/Dozers,PM10,0.002242
Point,49035,Salt Lake,2270002069,Off-highway Vehicle Diesel,Crawler Tractor/Dozers,PM2_5,0
Point,49035,Salt Lake,2270003000,Off-highway Vehicle Diesel,Total,CO,0.021379
Point,49035,Salt Lake,2270003000,Off-highway Vehicle Diesel,Total,NOX,0.0249
Point,49035,Salt Lake,2270003000,Off-highway Vehicle Diesel,Total,VOC,0.001805
Point,49035,Salt Lake,2270003000,Off-highway Vehicle Diesel,Total,NH3,0
Point,49035,Salt Lake,2270003000,Off-highway Vehicle Diesel,Total,SO2,0.002501
Point,49035,Salt Lake,2270003000,Off-highway Vehicle Diesel,Total,PM10,0.001809
Point,49035,Salt Lake,2270003000,Off-highway Vehicle Diesel,Total,PM2_5,0.001809
Point,49035,Salt Lake,2270003050,Off-highway Vehicle Diesel,Other Material Handling Equipment,CO,0.001998
Point,49035,Salt Lake,2270003050,Off-highway Vehicle Diesel,Other Material Handling Equipment,NOX,0.005009
Point,49035,Salt Lake,2270003050,Off-highway Vehicle Diesel,Other Material Handling Equipment,VOC,0.000452
Point,49035,Salt Lake,2270003050,Off-highway Vehicle Diesel,Other Material Handling Equipment,NH3,0
Point,49035,Salt Lake,2270003050,Off-highway Vehicle Diesel,Other Material Handling Equipment,SO2,0.000099
Point,49035,Salt Lake,2270003050,Off-highway Vehicle Diesel,Other Material Handling Equipment,PM10,0.000413
Point,49035,Salt Lake,2270003050,Off-highway Vehicle Diesel,Other Material Handling Equipment,PM2_5,0
Point,49035,Salt Lake,2294015000,Paved Roads,Total: Fugitives,CO,0
Point,49035,Salt Lake,2294015000,Paved Roads,Total: Fugitives,NOX,0
Point,49035,Salt Lake,2294015000,Paved Roads,Total: Fugitives,VOC,0
Point,49035,Salt Lake,2294015000,Paved Roads,Total: Fugitives,NH3,0
Point,49035,Salt Lake,2294015000,Paved Roads,Total: Fugitives,SO2,0
Point,49035,Salt Lake,2294015000,Paved Roads,Total: Fugitives,PM10,0.088453
Point,49035,Salt Lake,2294015000,Paved Roads,Total: Fugitives,PM2_5,0.013258
Point,49035,Salt Lake,2296010000,Unpaved Roads,Total: Fugitives,CO,0
Point,49035,Salt Lake,2296010000,Unpaved Roads,Total: Fugitives,NOX,0
Point,49035,Salt Lake,2296010000,Unpaved Roads,Total: Fugitives,VOC,0
Point,49035,Salt Lake,2296010000,Unpaved Roads,Total: Fugitives,NH3,0
Point,49035,Salt Lake,2296010000,Unpaved Roads,Total: Fugitives,SO2,0
Point,49035,Salt Lake,2296010000,Unpaved Roads,Total: Fugitives,PM10,0.040576
Point,49035,Salt Lake,2296010000,Unpaved Roads,Total: Fugitives,PM2_5,0.004035
Point,49035,Salt Lake,27300320,Off-highway LPG-fueled Engines,Industrial Fork Lift: Liquified Petroleum Gas (LPG),CO,0.002524
Point,49035,Salt Lake,27300320,Off-highway LPG-fueled Engines,Industrial Fork Lift: Liquified Petroleum Gas (LPG),NOX,0.002719
Point,49035,Salt Lake,27300320,Off-highway LPG-fueled Engines,Industrial Fork Lift: Liquified Petroleum Gas (LPG),VOC,0.001624
Point,49035,Salt Lake,27300320,Off-highway LPG-fueled Engines,Industrial Fork Lift: Liquified Petroleum Gas (LPG),NH3,0
Point,49035,Salt Lake,27300320,Off-highway LPG-fueled Engines,Industrial Fork Lift: Liquified Petroleum Gas (LPG),SO2,0.000007
Point,49035,Salt Lake,27300320,Off-highway LPG-fueled Engines,Industrial Fork Lift: Liquified Petroleum Gas (LPG),PM10,0.000098
Point,49035,Salt Lake,27300320,Off-highway LPG-fueled Engines,Industrial Fork Lift: Liquified Petroleum Gas (LPG),PM2_5,0.000098
Point,49035,Salt Lake,30102424,Chemical Manufacturing,Washing/Drying/Finishing (Use 6-49-300-30 or 6-49-310-30 for Spandex),CO,0.000263
Point,49035,Salt Lake,30102424,Chemical Manufacturing,Washing/Drying/Finishing (Use 6-49-300-30 or 6-49-310-30 for Spandex),NOX,0.001171
Point,49035,Salt Lake,30102424,Chemical Manufacturing,Washing/Drying/Finishing (Use 6-49-300-30 or 6-49-310-30 for Spandex),VOC,0.000306
Point,49035,Salt Lake,30102424,Chemical Manufacturing,Washing/Drying/Finishing (Use 6-49-300-30 or 6-49-310-30 for Spandex),NH3,0.002119
Point,49035,Salt Lake,30102424,Chemical Manufacturing,Washing/Drying/Finishing (Use 6-49-300-30 or 6-49-310-30 for Spandex),SO2,0.000014
Point,49035,Salt Lake,30102424,Chemical Manufacturing,Washing/Drying/Finishing (Use 6-49-300-30 or 6-49-310-30 for Spandex),PM10,0.000162
Point,49035,Salt Lake,30102424,Chemical Manufacturing,Washing/Drying/Finishing (Use 6-49-300-30 or 6-49-310-30 for Spandex),PM2_5,0.000104
Point,49035,Salt Lake,30102499,Chemical Manufacturing,Other Not Classified,CO,0.22543
Point,49035,Salt Lake,30102499,Chemical Manufacturing,Other Not Classified,NOX,0.21076
Point,49035,Salt Lake,30102499,Chemical Manufacturing,Other Not Classified,VOC,0.37609
Point,49035,Salt Lake,30102499,Chemical Manufacturing,Other Not Classified,NH3,0.062454
Point,49035,Salt Lake,30102499,Chemical Manufacturing,Other Not Classified,SO2,0.076587
Point,49035,Salt Lake,30102499,Chemical Manufacturing,Other Not Classified,PM10,0.20778
Point,49035,Salt Lake,30102499,Chemical Manufacturing,Other Not Classified,PM2_5,0.14182
Point,49035,Salt Lake,30190003,Chemical Manufacturing,Natural Gas: Process Heaters,CO,0.000551
Point,49035,Salt Lake,30190003,Chemical Manufacturing,Natural Gas: Process Heaters,NOX,0.002757
Point,49035,Salt Lake,30190003,Chemical Manufacturing,Natural Gas: Process Heaters,VOC,0.000218
Point,49035,Salt Lake,30190003,Chemical Manufacturing,Natural Gas: Process Heaters,NH3,0
Point,49035,Salt Lake,30190003,Chemical Manufacturing,Natural Gas: Process Heaters,SO2,0.000017
Point,49035,Salt Lake,30190003,Chemical Manufacturing,Natural Gas: Process Heaters,PM10,0.00021
Point,49035,Salt Lake,30190003,Chemical Manufacturing,Natural Gas: Process Heaters,PM2_5,0.00021
Point,49035,Salt Lake,30190013,Chemical Manufacturing,Natural Gas: Incinerators,CO,0.002658
Point,49035,Salt Lake,30190013,Chemical Manufacturing,Natural Gas: Incinerators,NOX,0.10366
Point,49035,Salt Lake,30190013,Chemical Manufacturing,Natural Gas: Incinerators,VOC,0.002941
Point,49035,Salt Lake,30190013,Chemical Manufacturing,Natural Gas: Incinerators,NH3,0.000778
Point,49035,Salt Lake,30190013,Chemical Manufacturing,Natural Gas: Incinerators,SO2,0.011119
Point,49035,Salt Lake,30190013,Chemical Manufacturing,Natural Gas: Incinerators,PM10,0.027261
Point,49035,Salt Lake,30190013,Chemical Manufacturing,Natural Gas: Incinerators,PM2_5,0.015405
Point,49035,Salt Lake,30300361,Primary Metal Production,Equipment Leaks,CO,0
Point,49035,Salt Lake,30300361,Primary Metal Production,Equipment Leaks,NOX,0
Point,49035,Salt Lake,30300361,Primary Metal Production,Equipment Leaks,VOC,0
Point,49035,Salt Lake,30300361,Primary Metal Production,Equipment Leaks,NH3,0
Point,49035,Salt Lake,30300361,Primary Metal Production,Equipment Leaks,SO2,0.000707
Point,49035,Salt Lake,30300361,Primary Metal Production,Equipment Leaks,PM10,0.00094
Point,49035,Salt Lake,30300361,Primary Metal Production,Equipment Leaks,PM2_5,0.00094
Point,49035,Salt Lake,30300505,Primary Metal Production,Fire (Furnace) Refining,CO,0
Point,49035,Salt Lake,30300505,Primary Metal Production,Fire (Furnace) Refining,NOX,0
Point,49035,Salt Lake,30300505,Primary Metal Production,Fire (Furnace) Refining,VOC,0
Point,49035,Salt Lake,30300505,Primary Metal Production,Fire (Furnace) Refining,NH3,0.001108
Point,49035,Salt Lake,30300505,Primary Metal Production,Fire (Furnace) Refining,SO2,0
Point,49035,Salt Lake,30300505,Primary Metal Production,Fire (Furnace) Refining,PM10,0
Point,49035,Salt Lake,30300505,Primary Metal Production,Fire (Furnace) Refining,PM2_5,0
Point,49035,Salt Lake,30300506,Primary Metal Production,Ore Concentrate Dryer,CO,0
Point,49035,Salt Lake,30300506,Primary Metal Production,Ore Concentrate Dryer,NOX,0
Point,49035,Salt Lake,30300506,Primary Metal Production,Ore Concentrate Dryer,VOC,0
Point,49035,Salt Lake,30300506,Primary Metal Production,Ore Concentrate Dryer,NH3,0.003028
Point,49035,Salt Lake,30300506,Primary Metal Production,Ore Concentrate Dryer,SO2,0
Point,49035,Salt Lake,30300506,Primary Metal Production,Ore Concentrate Dryer,PM10,0
Point,49035,Salt Lake,30300506,Primary Metal Production,Ore Concentrate Dryer,PM2_5,0
Point,49035,Salt Lake,30300510,Primary Metal Production,Electric Smelting Furnace,CO,0
Point,49035,Salt Lake,30300510,Primary Metal Production,Electric Smelting Furnace,NOX,0
Point,49035,Salt Lake,30300510,Primary Metal Production,Electric Smelting Furnace,VOC,0
Point,49035,Salt Lake,30300510,Primary Metal Production,Electric Smelting Furnace,NH3,0
Point,49035,Salt Lake,30300510,Primary Metal Production,Electric Smelting Furnace,SO2,0.5906
Point,49035,Salt Lake,30300510,Primary Metal Production,Electric Smelting Furnace,PM10,0.000489
Point,49035,Salt Lake,30300510,Primary Metal Production,Electric Smelting Furnace,PM2_5,0.00039
Point,49035,Salt Lake,30300512,Primary Metal Production,Flash Smelting,CO,0.30368
Point,49035,Salt Lake,30300512,Primary Metal Production,Flash Smelting,NOX,0.45386
Point,49035,Salt Lake,30300512,Primary Metal Production,Flash Smelting,VOC,0.019884
Point,49035,Salt Lake,30300512,Primary Metal Production,Flash Smelting,NH3,0
Point,49035,Salt Lake,30300512,Primary Metal Production,Flash Smelting,SO2,3.1082
Point,49035,Salt Lake,30300512,Primary Metal Production,Flash Smelting,PM10,0.60379
Point,49035,Salt Lake,30300512,Primary Metal Production,Flash Smelting,PM2_5,0.51558
Point,49035,Salt Lake,30300519,Primary Metal Production,Unpaved Road Traffic: Fugitive Emissions,CO,0
Point,49035,Salt Lake,30300519,Primary Metal Production,Unpaved Road Traffic: Fugitive Emissions,NOX,0
Point,49035,Salt Lake,30300519,Primary Metal Production,Unpaved Road Traffic: Fugitive Emissions,VOC,0
Point,49035,Salt Lake,30300519,Primary Metal Production,Unpaved Road Traffic: Fugitive Emissions,NH3,0
Point,49035,Salt Lake,30300519,Primary Metal Production,Unpaved Road Traffic: Fugitive Emissions,SO2,0
Point,49035,Salt Lake,30300519,Primary Metal Production,Unpaved Road Traffic: Fugitive Emissions,PM10,2.6984
Point,49035,Salt Lake,30300519,Primary Metal Production,Unpaved Road Traffic: Fugitive Emissions,PM2_5,0.27538
Point,49035,Salt Lake,30300599,Primary Metal Production,Other Not Classified,CO,0.17907
Point,49035,Salt Lake,30300599,Primary Metal Production,Other Not Classified,NOX,0.15557
Point,49035,Salt Lake,30300599,Primary Metal Production,Other Not Classified,VOC,0.031708
Point,49035,Salt Lake,30300599,Primary Metal Production,Other Not Classified,NH3,0.004949
Point,49035,Salt Lake,30300599,Primary Metal Production,Other Not Classified,SO2,0.010992
Point,49035,Salt Lake,30300599,Primary Metal Production,Other Not Classified,PM10,0.10156
Point,49035,Salt Lake,30300599,Primary Metal Production,Other Not Classified,PM2_5,0.071983
Point,49035,Salt Lake,30300832,Primary Metal Production,Unpaved Roads: Medium Duty Vehicles,CO,0
Point,49035,Salt Lake,30300832,Primary Metal Production,Unpaved Roads: Medium Duty Vehicles,NOX,0
Point,49035,Salt Lake,30300832,Primary Metal Production,Unpaved Roads: Medium Duty Vehicles,VOC,0
Point,49035,Salt Lake,30300832,Primary Metal Production,Unpaved Roads: Medium Duty Vehicles,NH3,0
Point,49035,Salt Lake,30300832,Primary Metal Production,Unpaved Roads: Medium Duty Vehicles,SO2,0
Point,49035,Salt Lake,30300832,Primary Metal Production,Unpaved Roads: Medium Duty Vehicles,PM10,0.000787
Point,49035,Salt Lake,30300832,Primary Metal Production,Unpaved Roads: Medium Duty Vehicles,PM2_5,0.00011
Point,49035,Salt Lake,30302401,Primary Metal Production,Primary Crushing: Low Moisture Ore,CO,0
Point,49035,Salt Lake,30302401,Primary Metal Production,Primary Crushing: Low Moisture Ore,NOX,0
Point,49035,Salt Lake,30302401,Primary Metal Production,Primary Crushing: Low Moisture Ore,VOC,0
Point,49035,Salt Lake,30302401,Primary Metal Production,Primary Crushing: Low Moisture Ore,NH3,0
Point,49035,Salt Lake,30302401,Primary Metal Production,Primary Crushing: Low Moisture Ore,SO2,0
Point,49035,Salt Lake,30302401,Primary Metal Production,Primary Crushing: Low Moisture Ore,PM10,0.003721
Point,49035,Salt Lake,30302401,Primary Metal Production,Primary Crushing: Low Moisture Ore,PM2_5,0.001095
Point,49035,Salt Lake,30302402,Primary Metal Production,Secondary Crushing: Low Moisture Ore,CO,0
Point,49035,Salt Lake,30302402,Primary Metal Production,Secondary Crushing: Low Moisture Ore,NOX,0
Point,49035,Salt Lake,30302402,Primary Metal Production,Secondary Crushing: Low Moisture Ore,VOC,0
Point,49035,Salt Lake,30302402,Primary Metal Production,Secondary Crushing: Low Moisture Ore,NH3,0
Point,49035,Salt Lake,30302402,Primary Metal Production,Secondary Crushing: Low Moisture Ore,SO2,0
Point,49035,Salt Lake,30302402,Primary Metal Production,Secondary Crushing: Low Moisture Ore,PM10,0.004055
Point,49035,Salt Lake,30302402,Primary Metal Production,Secondary Crushing: Low Moisture Ore,PM2_5,0.001193
Point,49035,Salt Lake,30302404,Primary Metal Production,Material Handling: Low Moisture Ore,CO,0
Point,49035,Salt Lake,30302404,Primary Metal Production,Material Handling: Low Moisture Ore,NOX,0
Point,49035,Salt Lake,30302404,Primary Metal Production,Material Handling: Low Moisture Ore,VOC,0
Point,49035,Salt Lake,30302404,Primary Metal Production,Material Handling: Low Moisture Ore,NH3,0
Point,49035,Salt Lake,30302404,Primary Metal Production,Material Handling: Low Moisture Ore,SO2,0
Point,49035,Salt Lake,30302404,Primary Metal Production,Material Handling: Low Moisture Ore,PM10,0.090298
Point,49035,Salt Lake,30302404,Primary Metal Production,Material Handling: Low Moisture Ore,PM2_5,0.013744
Point,49035,Salt Lake,30399999,Primary Metal Production,Other Not Classified,CO,0.001028
Point,49035,Salt Lake,30399999,Primary Metal Production,Other Not Classified,NOX,0.001223
Point,49035,Salt Lake,30399999,Primary Metal Production,Other Not Classified,VOC,0.000067
Point,49035,Salt Lake,30399999,Primary Metal Production,Other Not Classified,NH3,0.000039
Point,49035,Salt Lake,30399999,Primary Metal Production,Other Not Classified,SO2,0.000007
Point,49035,Salt Lake,30399999,Primary Metal Production,Other Not Classified,PM10,0.004549
Point,49035,Salt Lake,30399999,Primary Metal Production,Other Not Classified,PM2_5,0.003662
Point,49035,Salt Lake,30500201,Mineral Products,Rotary Dryer: Conventional Plant (see 3-05-002-50 to -53 for subtypes),CO,0.090823
Point,49035,Salt Lake,30500201,Mineral Products,Rotary Dryer: Conventional Plant (see 3-05-002-50 to -53 for subtypes),NOX,0.037309
Point,49035,Salt Lake,30500201,Mineral Products,Rotary Dryer: Conventional Plant (see 3-05-002-50 to -53 for subtypes),VOC,0.032954
Point,49035,Salt Lake,30500201,Mineral Products,Rotary Dryer: Conventional Plant (see 3-05-002-50 to -53 for subtypes),NH3,0
Point,49035,Salt Lake,30500201,Mineral Products,Rotary Dryer: Conventional Plant (see 3-05-002-50 to -53 for subtypes),SO2,0.039039
Point,49035,Salt Lake,30500201,Mineral Products,Rotary Dryer: Conventional Plant (see 3-05-002-50 to -53 for subtypes),PM10,0.047891
Point,49035,Salt Lake,30500201,Mineral Products,Rotary Dryer: Conventional Plant (see 3-05-002-50 to -53 for subtypes),PM2_5,0.046774
Point,49035,Salt Lake,30500210,Mineral Products,Asphalt Heater: Waste Oil,CO,0
Point,49035,Salt Lake,30500210,Mineral Products,Asphalt Heater: Waste Oil,NOX,0
Point,49035,Salt Lake,30500210,Mineral Products,Asphalt Heater: Waste Oil,VOC,0.000128
Point,49035,Salt Lake,30500210,Mineral Products,Asphalt Heater: Waste Oil,NH3,0
Point,49035,Salt Lake,30500210,Mineral Products,Asphalt Heater: Waste Oil,SO2,0
Point,49035,Salt Lake,30500210,Mineral Products,Asphalt Heater: Waste Oil,PM10,0
Point,49035,Salt Lake,30500210,Mineral Products,Asphalt Heater: Waste Oil,PM2_5,0
Point,49035,Salt Lake,30500599,Mineral Products,Other Not Classified,CO,0
Point,49035,Salt Lake,30500599,Mineral Products,Other Not Classified,NOX,0
Point,49035,Salt Lake,30500599,Mineral Products,Other Not Classified,VOC,0
Point,49035,Salt Lake,30500599,Mineral Products,Other Not Classified,NH3,0.002201
Point,49035,Salt Lake,30500599,Mineral Products,Other Not Classified,SO2,0
Point,49035,Salt Lake,30500599,Mineral Products,Other Not Classified,PM10,0.035768
Point,49035,Salt Lake,30500599,Mineral Products,Other Not Classified,PM2_5,0.029071
Point,49035,Salt Lake,30501047,Mineral Products,Grading,CO,0
Point,49035,Salt Lake,30501047,Mineral Products,Grading,NOX,0
Point,49035,Salt Lake,30501047,Mineral Products,Grading,VOC,0
Point,49035,Salt Lake,30501047,Mineral Products,Grading,NH3,0
Point,49035,Salt Lake,30501047,Mineral Products,Grading,SO2,0
Point,49035,Salt Lake,30501047,Mineral Products,Grading,PM10,0.24205
Point,49035,Salt Lake,30501047,Mineral Products,Grading,PM2_5,0.028359
Point,49035,Salt Lake,30501049,Mineral Products,Wind Erosion: Exposed Areas,CO,0
Point,49035,Salt Lake,30501049,Mineral Products,Wind Erosion: Exposed Areas,NOX,0
Point,49035,Salt Lake,30501049,Mineral Products,Wind Erosion: Exposed Areas,VOC,0
Point,49035,Salt Lake,30501049,Mineral Products,Wind Erosion: Exposed Areas,NH3,0
Point,49035,Salt Lake,30501049,Mineral Products,Wind Erosion: Exposed Areas,SO2,0
Point,49035,Salt Lake,30501049,Mineral Products,Wind Erosion: Exposed Areas,PM10,0.10521
Point,49035,Salt Lake,30501049,Mineral Products,Wind Erosion: Exposed Areas,PM2_5,0.016097
Point,49035,Salt Lake,30501101,Mineral Products,Total Facility Emissions except road dust & wind-blown dust,CO,0
Point,49035,Salt Lake,30501101,Mineral Products,Total Facility Emissions except road dust & wind-blown dust,NOX,0
Point,49035,Salt Lake,30501101,Mineral Products,Total Facility Emissions except road dust & wind-blown dust,VOC,0
Point,49035,Salt Lake,30501101,Mineral Products,Total Facility Emissions except road dust & wind-blown dust,NH3,0
Point,49035,Salt Lake,30501101,Mineral Products,Total Facility Emissions except road dust & wind-blown dust,SO2,0
Point,49035,Salt Lake,30501101,Mineral Products,Total Facility Emissions except road dust & wind-blown dust,PM10,0.003042
Point,49035,Salt Lake,30501101,Mineral Products,Total Facility Emissions except road dust & wind-blown dust,PM2_5,0.000064
Point,49035,Salt Lake,30502006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,CO,0
Point,49035,Salt Lake,30502006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,NOX,0
Point,49035,Salt Lake,30502006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,VOC,0
Point,49035,Salt Lake,30502006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,NH3,0
Point,49035,Salt Lake,30502006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,SO2,0
Point,49035,Salt Lake,30502006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,PM10,0.034203
Point,49035,Salt Lake,30502006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,PM2_5,0.004887
Point,49035,Salt Lake,30502007,Mineral Products,Open Storage,CO,0
Point,49035,Salt Lake,30502007,Mineral Products,Open Storage,NOX,0
Point,49035,Salt Lake,30502007,Mineral Products,Open Storage,VOC,0
Point,49035,Salt Lake,30502007,Mineral Products,Open Storage,NH3,0
Point,49035,Salt Lake,30502007,Mineral Products,Open Storage,SO2,0
Point,49035,Salt Lake,30502007,Mineral Products,Open Storage,PM10,0.01329
Point,49035,Salt Lake,30502007,Mineral Products,Open Storage,PM2_5,0.002011
Point,49035,Salt Lake,30502009,Mineral Products,Blasting: General,CO,0.017197
Point,49035,Salt Lake,30502009,Mineral Products,Blasting: General,NOX,0.004355
Point,49035,Salt Lake,30502009,Mineral Products,Blasting: General,VOC,0
Point,49035,Salt Lake,30502009,Mineral Products,Blasting: General,NH3,0.003601
Point,49035,Salt Lake,30502009,Mineral Products,Blasting: General,SO2,0.000512
Point,49035,Salt Lake,30502009,Mineral Products,Blasting: General,PM10,0.037792
Point,49035,Salt Lake,30502009,Mineral Products,Blasting: General,PM2_5,0.002271
Point,49035,Salt Lake,30502010,Mineral Products,Drilling,CO,0
Point,49035,Salt Lake,30502010,Mineral Products,Drilling,NOX,0
Point,49035,Salt Lake,30502010,Mineral Products,Drilling,VOC,0
Point,49035,Salt Lake,30502010,Mineral Products,Drilling,NH3,0
Point,49035,Salt Lake,30502010,Mineral Products,Drilling,SO2,0
Point,49035,Salt Lake,30502010,Mineral Products,Drilling,PM10,0.00274
Point,49035,Salt Lake,30502010,Mineral Products,Drilling,PM2_5,0.000414
Point,49035,Salt Lake,30502502,Mineral Products,Aggregate Storage,CO,0
Point,49035,Salt Lake,30502502,Mineral Products,Aggregate Storage,NOX,0
Point,49035,Salt Lake,30502502,Mineral Products,Aggregate Storage,VOC,0
Point,49035,Salt Lake,30502502,Mineral Products,Aggregate Storage,NH3,0
Point,49035,Salt Lake,30502502,Mineral Products,Aggregate Storage,SO2,0
