,Day,,,,,,,,,Last week,,,,,,,Day of Week,,,,,,
Date,Time,Percent,#,Spacing,# >60 dB,# >50 dB,Longest,Loudest,dB at Source,Avg time,Avg Percent,Avg Spacing,Avg dB,Total >60 dB,Total >50 dB,Day of Week,dB,Time,%,#,>50,>60,
8/7,5m 30s,10,15,3m 40s,0,6,63,56,92,7m 18s,12.2962962962963,0:03:43,58.5,3,26,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,55m
8/8,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
8/9,4m 8s,6.88888888888889,11,0h 5m 27s 273ms,0,3,54,57,93,6m 23s,10.7731481481481,0:03:55,57,2,24,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
8/10,3m 19s,5.52777777777778,8,0h 7m 30s,0,2,93,57,93,5m 20s,9.03703703703704,0:04:44,56,1,21,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
8/11,8m 11s,13.6388888888889,17,0h 3m 31s 765ms,2,5,64,72,108,5m 36s,9.46296296296297,0:04:39,59,3,22,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
8/12,2m 13s,3.69444444444444,6,0h 10m,0,1,49,51,87,5m 15s,8.88425925925927,0:05:33,59,3,22,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
8/13,2m 16s,3.77777777777778,10,0h 6m,0,1,26,50,86,4m 16s,7.25462962962963,0:06:02,57.1666666666667,2,18,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
8/14,2m 15s,3.75,3,0h 20m,0,2,61,54,90,3m 44s,6.21296296296297,0:08:45,56.8333333333333,2,14,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
8/15,,,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
8/16,34m 37s,57.6944444444444,38,0h 1m 34s 737ms,9,23,577,71,107,8m 49s,14.6805555555556,0:08:06,59.1666666666667,11,34,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
8/17,4m 2s,6.72222222222222,13,0h 4m 36s 923ms,0,1,42,53,89,8m 56s,14.8796296296296,0:07:37,58.5,11,33,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
8/18,3m 16s,5.44444444444444,12,0h 5m,0,1,31,50,86,8m 7s,13.5138888888889,0:07:52,54.8333333333333,9,29,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
8/19,,0,,,,,,,,,,,,,,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
8/20,,0,,,,,,,,,,,,,,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
8/21,,0,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
8/22,,0,,,,,,,,,,,,,,Saturday,59.0975609756098,0d 0h 4m 41s 500ms,8.03931614393466,13.7560975609756,3.8974358974359,0.717948717948718,
8/23,,0,,,,,,,,,,,,,,Sunday,57.4666666666667,3m 54s 348ms,6.37115839243498,9.64444444444444,3.06976744186047,0.558139534883721,
8/24,,0,,,,,,,,,,,,,,Monday,55.6041666666667,3m 1s 531ms,4.92006475099185,8.54761904761905,2.02173913043478,0.260869565217391,
8/25,,0,,,,,,,,,,,,,,Tuesday,55.6888888888889,3m 26s 174ms,5.60863553236094,10.5111111111111,2.61363636363636,0.340909090909091,
8/26,,0,,,,,,,,,,,,,,Wednesday,57.2380952380952,3m 15s 558ms,5.19074074074074,9.97619047619048,2.46341463414634,0.439024390243902,
8/27,,0,,,,,,,,,,,,,,Thursday,56.5652173913043,3m 12s 152ms,5.19406708696023,10.0869565217391,2.52272727272727,0.431818181818182,
8/28,,0,,,,,,,,,,,,,,Friday,57.6,4m 41s 805ms,7.56366663052709,13,3.05263157894737,0.421052631578947,
